configurations,google pixel format, model format, energy_efficiency estimated
001011-3-3,[0- 0- 1- 0- 1- 1- 3- 3],0-0-0-1-0-2-1-1-1-1,9805404023.518608
010111-0-3,[0- 1- 0- 1- 1- 1- 0- 3],0-0-1-0-1-2-1-1-0-1,9805001817.440376
010101-1-2,[0- 1- 0- 1- 0- 1- 1- 2],0-0-1-0-1-1-0-1-1-1,9796775777.975937
010101-2-2,[0- 1- 0- 1- 0- 1- 2- 2],0-0-1-0-1-1-0-1-1-1,9796775777.975937
010101-3-2,[0- 1- 0- 1- 0- 1- 3- 2],0-0-1-0-1-1-0-1-1-1,9796775777.975937
003303-1-3,[0- 0- 3- 3- 0- 3- 1- 3],2-0-0-1-1-2-0-1-1-1,9796504067.015585
003303-2-3,[0- 0- 3- 3- 0- 3- 2- 3],2-0-0-1-1-2-0-1-1-1,9796504067.015585
003303-3-3,[0- 0- 3- 3- 0- 3- 3- 3],2-0-0-1-1-2-0-1-1-1,9796504067.015585
100111-0-3,[1- 0- 0- 1- 1- 1- 0- 3],0-1-0-0-1-2-1-1-0-1,9790994556.739138
300333-1-0,[3- 0- 0- 3- 3- 3- 1- 0],2-1-0-0-1-0-1-1-1-0,9790208832.793566
100110-1-2,[1- 0- 0- 1- 1- 0- 1- 2],0-1-0-0-1-1-1-0-1-1,9781621224.178848
100110-2-2,[1- 0- 0- 1- 1- 0- 2- 2],0-1-0-0-1-1-1-0-1-1,9781621224.178848
100110-3-2,[1- 0- 0- 1- 1- 0- 3- 2],0-1-0-0-1-1-1-0-1-1,9781621224.178848
220222-0-0,[2- 2- 0- 2- 2- 2- 0- 0],1-1-1-0-1-1-1-1-0-0,9776181659.517376
033033-1-3,[0- 3- 3- 0- 3- 3- 1- 3],2-0-1-1-0-2-1-1-1-1,9773778098.370132
033033-2-3,[0- 3- 3- 0- 3- 3- 2- 3],2-0-1-1-0-2-1-1-1-1,9773778098.370132
033033-3-3,[0- 3- 3- 0- 3- 3- 3- 3],2-0-1-1-0-2-1-1-1-1,9773778098.370132
001111-0-2,[0- 0- 1- 1- 1- 1- 0- 2],0-0-0-1-1-1-1-1-0-1,9772661234.255245
222002-1-1,[2- 2- 2- 0- 0- 2- 1- 1],1-1-1-1-0-0-0-1-1-1,9772517770.916811
222002-2-1,[2- 2- 2- 0- 0- 2- 2- 1],1-1-1-1-0-0-0-1-1-1,9772517770.916811
222002-3-1,[2- 2- 2- 0- 0- 2- 3- 1],1-1-1-1-0-0-0-1-1-1,9772517770.916811
111010-1-2,[1- 1- 1- 0- 1- 0- 1- 2],0-1-1-1-0-1-1-0-1-1,9769987545.025557
111010-2-2,[1- 1- 1- 0- 1- 0- 2- 2],0-1-1-1-0-1-1-0-1-1,9769987545.025557
111010-3-2,[1- 1- 1- 0- 1- 0- 3- 2],0-1-1-1-0-1-1-0-1-1,9769987545.025557
022220-1-0,[0- 2- 2- 2- 2- 0- 1- 0],1-0-1-1-1-0-1-0-1-0,9766957426.517475
300333-3-0,[3- 0- 0- 3- 3- 3- 3- 0],2-1-0-0-1-2-1-1-1-0,9762781879.849596
300033-1-1,[3- 0- 0- 0- 3- 3- 1- 1],2-1-0-0-0-0-1-1-1-1,9759003750.130075
300033-2-1,[3- 0- 0- 0- 3- 3- 2- 1],2-1-0-0-0-0-1-1-1-1,9759003750.130075
300033-3-1,[3- 0- 0- 0- 3- 3- 3- 1],2-1-0-0-0-0-1-1-1-1,9759003750.130075
033330-1-0,[0- 3- 3- 3- 3- 0- 1- 0],2-0-1-1-1-0-1-0-1-0,9754138839.853111
111001-1-2,[1- 1- 1- 0- 0- 1- 1- 2],0-1-1-1-0-1-0-1-1-1,9753164388.749676
111001-2-2,[1- 1- 1- 0- 0- 1- 2- 2],0-1-1-1-0-1-0-1-1-1,9753164388.749676
111001-3-2,[1- 1- 1- 0- 0- 1- 3- 2],0-1-1-1-0-1-0-1-1-1,9753164388.749676
220220-0-3,[2- 2- 0- 2- 2- 0- 0- 3],1-1-1-0-1-2-1-0-0-1,9748186159.242094
330330-0-1,[3- 3- 0- 3- 3- 0- 0- 1],2-1-1-0-1-0-1-0-0-1,9748000652.817503
001110-1-2,[0- 0- 1- 1- 1- 0- 1- 2],0-0-0-1-1-1-1-0-1-1,9746738963.73868
001110-2-2,[0- 0- 1- 1- 1- 0- 2- 2],0-0-0-1-1-1-1-0-1-1,9746738963.73868
001110-3-2,[0- 0- 1- 1- 1- 0- 3- 2],0-0-0-1-1-1-1-0-1-1,9746738963.73868
333033-0-3,[3- 3- 3- 0- 3- 3- 0- 3],2-1-1-1-0-2-1-1-0-1,9745781212.157148
300330-1-3,[3- 0- 0- 3- 3- 0- 1- 3],2-1-0-0-1-2-1-0-1-1,9743142690.46849
300330-2-3,[3- 0- 0- 3- 3- 0- 2- 3],2-1-0-0-1-2-1-0-1-1,9743142690.46849
300330-3-3,[3- 0- 0- 3- 3- 0- 3- 3],2-1-0-0-1-2-1-0-1-1,9743142690.46849
001101-1-2,[0- 0- 1- 1- 0- 1- 1- 2],0-0-0-1-1-1-0-1-1-1,9742632992.75725
001101-2-2,[0- 0- 1- 1- 0- 1- 2- 2],0-0-0-1-1-1-0-1-1-1,9742632992.75725
001101-3-2,[0- 0- 1- 1- 0- 1- 3- 2],0-0-0-1-1-1-0-1-1-1,9742632992.75725
202200-1-3,[2- 0- 2- 2- 0- 0- 1- 3],1-1-0-1-1-2-0-0-1-1,9739375453.122992
202200-2-3,[2- 0- 2- 2- 0- 0- 2- 3],1-1-0-1-1-2-0-0-1-1,9739375453.122992
202200-3-3,[2- 0- 2- 2- 0- 0- 3- 3],1-1-0-1-1-2-0-0-1-1,9739375453.122992
022022-0-2,[0- 2- 2- 0- 2- 2- 0- 2],1-0-1-1-0-1-1-1-0-1,9733873579.163958
001101-1-3,[0- 0- 1- 1- 0- 1- 1- 3],0-0-0-1-1-2-0-1-1-1,9732844485.849941
001101-2-3,[0- 0- 1- 1- 0- 1- 2- 3],0-0-0-1-1-2-0-1-1-1,9732844485.849941
001101-3-3,[0- 0- 1- 1- 0- 1- 3- 3],0-0-0-1-1-2-0-1-1-1,9732844485.849941
202002-1-2,[2- 0- 2- 0- 0- 2- 1- 2],1-1-0-1-0-1-0-1-1-1,9730738144.726292
202002-2-2,[2- 0- 2- 0- 0- 2- 2- 2],1-1-0-1-0-1-0-1-1-1,9730738144.726292
202002-3-2,[2- 0- 2- 0- 0- 2- 3- 2],1-1-0-1-0-1-0-1-1-1,9730738144.726292
202202-2-0,[2- 0- 2- 2- 0- 2- 2- 0],1-1-0-1-1-1-0-1-1-0,9721646147.616165
111100-1-2,[1- 1- 1- 1- 0- 0- 1- 2],0-1-1-1-1-1-0-0-1-1,9711630531.306597
111100-2-2,[1- 1- 1- 1- 0- 0- 2- 2],0-1-1-1-1-1-0-0-1-1,9711630531.306597
111100-3-2,[1- 1- 1- 1- 0- 0- 3- 2],0-1-1-1-1-1-0-0-1-1,9711630531.306597
202202-0-1,[2- 0- 2- 2- 0- 2- 0- 1],1-1-0-1-1-0-0-1-0-1,9711233886.26329
030333-3-0,[0- 3- 0- 3- 3- 3- 3- 0],2-0-1-0-1-2-1-1-1-0,9707636344.88757
202202-3-0,[2- 0- 2- 2- 0- 2- 3- 0],1-1-0-1-1-2-0-1-1-0,9702608947.994663
111011-0-3,[1- 1- 1- 0- 1- 1- 0- 3],0-1-1-1-0-2-1-1-0-1,9696655394.87664
001111-0-3,[0- 0- 1- 1- 1- 1- 0- 3],0-0-0-1-1-2-1-1-0-1,9692624031.98015
030330-1-3,[0- 3- 0- 3- 3- 0- 1- 3],2-0-1-0-1-2-1-0-1-1,9687100363.380392
030330-2-3,[0- 3- 0- 3- 3- 0- 2- 3],2-0-1-0-1-2-1-0-1-1,9687100363.380392
030330-3-3,[0- 3- 0- 3- 3- 0- 3- 3],2-0-1-0-1-2-1-0-1-1,9687100363.380392
003303-1-1,[0- 0- 3- 3- 0- 3- 1- 1],2-0-0-1-1-0-0-1-1-1,9683636505.460398
003303-2-1,[0- 0- 3- 3- 0- 3- 2- 1],2-0-0-1-1-0-0-1-1-1,9683636505.460398
003303-3-1,[0- 0- 3- 3- 0- 3- 3- 1],2-0-0-1-1-0-0-1-1-1,9683636505.460398
111001-1-3,[1- 1- 1- 0- 0- 1- 1- 3],0-1-1-1-0-2-0-1-1-1,9682325138.518728
111001-2-3,[1- 1- 1- 0- 0- 1- 2- 3],0-1-1-1-0-2-0-1-1-1,9682325138.518728
111001-3-3,[1- 1- 1- 0- 0- 1- 3- 3],0-1-1-1-0-2-0-1-1-1,9682325138.518728
022200-1-3,[0- 2- 2- 2- 0- 0- 1- 3],1-0-1-1-1-2-0-0-1-1,9680158724.214527
022200-2-3,[0- 2- 2- 2- 0- 0- 2- 3],1-0-1-1-1-2-0-0-1-1,9680158724.214527
022200-3-3,[0- 2- 2- 2- 0- 0- 3- 3],1-0-1-1-1-2-0-0-1-1,9680158724.214527
303330-2-0,[3- 0- 3- 3- 3- 0- 2- 0],2-1-0-1-1-1-1-0-1-0,9679956549.263462
022202-3-0,[0- 2- 2- 2- 0- 2- 3- 0],1-0-1-1-1-2-0-1-1-0,9676947510.484102
202220-2-0,[2- 0- 2- 2- 2- 0- 2- 0],1-1-0-1-1-1-1-0-1-0,9672730793.207106
111100-1-3,[1- 1- 1- 1- 0- 0- 1- 3],0-1-1-1-1-2-0-0-1-1,9672118917.649574
111100-2-3,[1- 1- 1- 1- 0- 0- 2- 3],0-1-1-1-1-2-0-0-1-1,9672118917.649574
111100-3-3,[1- 1- 1- 1- 0- 0- 3- 3],0-1-1-1-1-2-0-0-1-1,9672118917.649574
003330-1-3,[0- 0- 3- 3- 3- 0- 1- 3],2-0-0-1-1-2-1-0-1-1,9668644864.575129
003330-2-3,[0- 0- 3- 3- 3- 0- 2- 3],2-0-0-1-1-2-1-0-1-1,9668644864.575129
003330-3-3,[0- 0- 3- 3- 3- 0- 3- 3],2-0-0-1-1-2-1-0-1-1,9668644864.575129
003333-3-0,[0- 0- 3- 3- 3- 3- 3- 0],2-0-0-1-1-2-1-1-1-0,9663088865.021267
333300-0-2,[3- 3- 3- 3- 0- 0- 0- 2],2-1-1-1-1-1-0-0-0-1,9661108588.104717
111011-2-0,[1- 1- 1- 0- 1- 1- 2- 0],0-1-1-1-0-1-1-1-1-0,9657151961.224342
030333-1-0,[0- 3- 0- 3- 3- 3- 1- 0],2-0-1-0-1-0-1-1-1-0,9654418708.151237
022202-2-0,[0- 2- 2- 2- 0- 2- 2- 0],1-0-1-1-1-1-0-1-1-0,9649525663.000467
303330-1-0,[3- 0- 3- 3- 3- 0- 1- 0],2-1-0-1-1-0-1-0-1-0,9649426140.237726
033300-1-2,[0- 3- 3- 3- 0- 0- 1- 2],2-0-1-1-1-1-0-0-1-1,9648534808.980587
033300-2-2,[0- 3- 3- 3- 0- 0- 2- 2],2-0-1-1-1-1-0-0-1-1,9648534808.980587
033300-3-2,[0- 3- 3- 3- 0- 0- 3- 2],2-0-1-1-1-1-0-0-1-1,9648534808.980587
202020-1-2,[2- 0- 2- 0- 2- 0- 1- 2],1-1-0-1-0-1-1-0-1-1,9646092667.723862
202020-2-2,[2- 0- 2- 0- 2- 0- 2- 2],1-1-0-1-0-1-1-0-1-1,9646092667.723862
202020-3-2,[2- 0- 2- 0- 2- 0- 3- 2],1-1-0-1-0-1-1-0-1-1,9646092667.723862
220200-1-2,[2- 2- 0- 2- 0- 0- 1- 2],1-1-1-0-1-1-0-0-1-1,9639610446.691618
220200-2-2,[2- 2- 0- 2- 0- 0- 2- 2],1-1-1-0-1-1-0-0-1-1,9639610446.691618
220200-3-2,[2- 2- 0- 2- 0- 0- 3- 2],1-1-1-0-1-1-0-0-1-1,9639610446.691618
111101-3-0,[1- 1- 1- 1- 0- 1- 3- 0],0-1-1-1-1-2-0-1-1-0,9638415469.575573
220220-0-1,[2- 2- 0- 2- 2- 0- 0- 1],1-1-1-0-1-0-1-0-0-1,9626673170.51351
010111-2-0,[0- 1- 0- 1- 1- 1- 2- 0],0-0-1-0-1-1-1-1-1-0,9625473379.641691
033303-0-1,[0- 3- 3- 3- 0- 3- 0- 1],2-0-1-1-1-0-0-1-0-1,9624004742.74726
202022-0-1,[2- 0- 2- 0- 2- 2- 0- 1],1-1-0-1-0-0-1-1-0-1,9622535199.652225
333033-2-0,[3- 3- 3- 0- 3- 3- 2- 0],2-1-1-1-0-1-1-1-1-0,9616882113.7224
303300-1-1,[3- 0- 3- 3- 0- 0- 1- 1],2-1-0-1-1-0-0-0-1-1,9615656401.133556
303300-2-1,[3- 0- 3- 3- 0- 0- 2- 1],2-1-0-1-1-0-0-0-1-1,9615656401.133556
303300-3-1,[3- 0- 3- 3- 0- 0- 3- 1],2-1-0-1-1-0-0-0-1-1,9615656401.133556
202020-1-1,[2- 0- 2- 0- 2- 0- 1- 1],1-1-0-1-0-0-1-0-1-1,9615239206.749165
202020-2-1,[2- 0- 2- 0- 2- 0- 2- 1],1-1-0-1-0-0-1-0-1-1,9615239206.749165
202020-3-1,[2- 0- 2- 0- 2- 0- 3- 1],1-1-0-1-0-0-1-0-1-1,9615239206.749165
303303-2-0,[3- 0- 3- 3- 0- 3- 2- 0],2-1-0-1-1-1-0-1-1-0,9611361194.797832
000011-1-2,[0- 0- 0- 0- 1- 1- 1- 2],0-0-0-0-0-1-1-1-1-1,9609896601.917887
000011-2-2,[0- 0- 0- 0- 1- 1- 2- 2],0-0-0-0-0-1-1-1-1-1,9609896601.917887
000011-3-2,[0- 0- 0- 0- 1- 1- 3- 2],0-0-0-0-0-1-1-1-1-1,9609896601.917887
000022-1-2,[0- 0- 0- 0- 2- 2- 1- 2],0-0-0-0-0-1-1-1-1-1,9609896601.917887
000022-2-2,[0- 0- 0- 0- 2- 2- 2- 2],0-0-0-0-0-1-1-1-1-1,9609896601.917887
000022-3-2,[0- 0- 0- 0- 2- 2- 3- 2],0-0-0-0-0-1-1-1-1-1,9609896601.917887
000033-1-2,[0- 0- 0- 0- 3- 3- 1- 2],0-0-0-0-0-1-1-1-1-1,9609896601.917887
000033-2-2,[0- 0- 0- 0- 3- 3- 2- 2],0-0-0-0-0-1-1-1-1-1,9609896601.917887
000033-3-2,[0- 0- 0- 0- 3- 3- 3- 2],0-0-0-0-0-1-1-1-1-1,9609896601.917887
022220-3-0,[0- 2- 2- 2- 2- 0- 3- 0],1-0-1-1-1-2-1-0-1-0,9606462352.557108
220022-0-2,[2- 2- 0- 0- 2- 2- 0- 2],1-1-1-0-0-1-1-1-0-1,9604648458.10671
330333-0-0,[3- 3- 0- 3- 3- 3- 0- 0],2-1-1-0-1-2-1-1-0-0,9601249928.781313
333003-1-2,[3- 3- 3- 0- 0- 3- 1- 2],2-1-1-1-0-1-0-1-1-1,9597785982.919413
333003-2-2,[3- 3- 3- 0- 0- 3- 2- 2],2-1-1-1-0-1-0-1-1-1,9597785982.919413
333003-3-2,[3- 3- 3- 0- 0- 3- 3- 2],2-1-1-1-0-1-0-1-1-1,9597785982.919413
010110-1-3,[0- 1- 0- 1- 1- 0- 1- 3],0-0-1-0-1-2-1-0-1-1,9597248699.934784
010110-2-3,[0- 1- 0- 1- 1- 0- 2- 3],0-0-1-0-1-2-1-0-1-1,9597248699.934784
010110-3-3,[0- 1- 0- 1- 1- 0- 3- 3],0-0-1-0-1-2-1-0-1-1,9597248699.934784
111110-2-0,[1- 1- 1- 1- 1- 0- 2- 0],0-1-1-1-1-1-1-0-1-0,9591476403.831505
111110-0-1,[1- 1- 1- 1- 1- 0- 0- 1],0-1-1-1-1-0-1-0-0-1,9590961383.840736
330330-0-3,[3- 3- 0- 3- 3- 0- 0- 3],2-1-1-0-1-2-1-0-0-1,9589244213.679237
000222-0-2,[0- 0- 0- 2- 2- 2- 0- 2],1-0-0-0-1-1-1-1-0-1,9589171849.277905
202200-1-1,[2- 0- 2- 2- 0- 0- 1- 1],1-1-0-1-1-0-0-0-1-1,9582136509.588432
202200-2-1,[2- 0- 2- 2- 0- 0- 2- 1],1-1-0-1-1-0-0-0-1-1,9582136509.588432
202200-3-1,[2- 0- 2- 2- 0- 0- 3- 1],1-1-0-1-1-0-0-0-1-1,9582136509.588432
111010-1-1,[1- 1- 1- 0- 1- 0- 1- 1],0-1-1-1-0-0-1-0-1-1,9581178914.017576
111010-2-1,[1- 1- 1- 0- 1- 0- 2- 1],0-1-1-1-0-0-1-0-1-1,9581178914.017576
111010-3-1,[1- 1- 1- 0- 1- 0- 3- 1],0-1-1-1-0-0-1-0-1-1,9581178914.017576
022202-0-1,[0- 2- 2- 2- 0- 2- 0- 1],1-0-1-1-1-0-0-1-0-1,9571042295.07979
022020-1-2,[0- 2- 2- 0- 2- 0- 1- 2],1-0-1-1-0-1-1-0-1-1,9570186740.749702
022020-2-2,[0- 2- 2- 0- 2- 0- 2- 2],1-0-1-1-0-1-1-0-1-1,9570186740.749702
022020-3-2,[0- 2- 2- 0- 2- 0- 3- 2],1-0-1-1-0-1-1-0-1-1,9570186740.749702
202022-0-3,[2- 0- 2- 0- 2- 2- 0- 3],1-1-0-1-0-2-1-1-0-1,9568959862.960001
010110-1-1,[0- 1- 0- 1- 1- 0- 1- 1],0-0-1-0-1-0-1-0-1-1,9568920887.088264
010110-2-1,[0- 1- 0- 1- 1- 0- 2- 1],0-0-1-0-1-0-1-0-1-1,9568920887.088264
010110-3-1,[0- 1- 0- 1- 1- 0- 3- 1],0-0-1-0-1-0-1-0-1-1,9568920887.088264
010111-3-0,[0- 1- 0- 1- 1- 1- 3- 0],0-0-1-0-1-2-1-1-1-0,9564452236.207348
100111-2-0,[1- 0- 0- 1- 1- 1- 2- 0],0-1-0-0-1-1-1-1-1-0,9558670699.357258
220200-1-3,[2- 2- 0- 2- 0- 0- 1- 3],1-1-1-0-1-2-0-0-1-1,9554365321.404322
220200-2-3,[2- 2- 0- 2- 0- 0- 2- 3],1-1-1-0-1-2-0-0-1-1,9554365321.404322
220200-3-3,[2- 2- 0- 2- 0- 0- 3- 3],1-1-1-0-1-2-0-0-1-1,9554365321.404322
001110-1-1,[0- 0- 1- 1- 1- 0- 1- 1],0-0-0-1-1-0-1-0-1-1,9552373133.500326
001110-2-1,[0- 0- 1- 1- 1- 0- 2- 1],0-0-0-1-1-0-1-0-1-1,9552373133.500326
001110-3-1,[0- 0- 1- 1- 1- 0- 3- 1],0-0-0-1-1-0-1-0-1-1,9552373133.500326
220202-3-0,[2- 2- 0- 2- 0- 2- 3- 0],1-1-1-0-1-2-0-1-1-0,9540508008.993328
100110-1-3,[1- 0- 0- 1- 1- 0- 1- 3],0-1-0-0-1-2-1-0-1-1,9540151891.48456
100110-2-3,[1- 0- 0- 1- 1- 0- 2- 3],0-1-0-0-1-2-1-0-1-1,9540151891.48456
100110-3-3,[1- 0- 0- 1- 1- 0- 3- 3],0-1-0-0-1-2-1-0-1-1,9540151891.48456
202002-1-3,[2- 0- 2- 0- 0- 2- 1- 3],1-1-0-1-0-2-0-1-1-1,9533222887.713095
202002-2-3,[2- 0- 2- 0- 0- 2- 2- 3],1-1-0-1-0-2-0-1-1-1,9533222887.713095
202002-3-3,[2- 0- 2- 0- 0- 2- 3- 3],1-1-0-1-0-2-0-1-1-1,9533222887.713095
111101-2-0,[1- 1- 1- 1- 0- 1- 2- 0],0-1-1-1-1-1-0-1-1-0,9529775048.88504
202220-1-0,[2- 0- 2- 2- 2- 0- 1- 0],1-1-0-1-1-0-1-0-1-0,9529483528.356354
030303-1-1,[0- 3- 0- 3- 0- 3- 1- 1],2-0-1-0-1-0-0-1-1-1,9527821672.06488
030303-2-1,[0- 3- 0- 3- 0- 3- 2- 1],2-0-1-0-1-0-0-1-1-1,9527821672.06488
030303-3-1,[0- 3- 0- 3- 0- 3- 3- 1],2-0-1-0-1-0-0-1-1-1,9527821672.06488
333033-1-0,[3- 3- 3- 0- 3- 3- 1- 0],2-1-1-1-0-0-1-1-1-0,9527304296.392025
000202-1-2,[0- 0- 0- 2- 0- 2- 1- 2],1-0-0-0-1-1-0-1-1-1,9525921696.492643
000202-2-2,[0- 0- 0- 2- 0- 2- 2- 2],1-0-0-0-1-1-0-1-1-1,9525921696.492643
000202-3-2,[0- 0- 0- 2- 0- 2- 3- 2],1-0-0-0-1-1-0-1-1-1,9525921696.492643
001111-2-0,[0- 0- 1- 1- 1- 1- 2- 0],0-0-0-1-1-1-1-1-1-0,9519406224.067762
100110-1-1,[1- 0- 0- 1- 1- 0- 1- 1],0-1-0-0-1-0-1-0-1-1,9514328686.615318
100110-2-1,[1- 0- 0- 1- 1- 0- 2- 1],0-1-0-0-1-0-1-0-1-1,9514328686.615318
100110-3-1,[1- 0- 0- 1- 1- 0- 3- 1],0-1-0-0-1-0-1-0-1-1,9514328686.615318
022020-1-1,[0- 2- 2- 0- 2- 0- 1- 1],1-0-1-1-0-0-1-0-1-1,9513783199.41126
022020-2-1,[0- 2- 2- 0- 2- 0- 2- 1],1-0-1-1-0-0-1-0-1-1,9513783199.41126
022020-3-1,[0- 2- 2- 0- 2- 0- 3- 1],1-0-1-1-0-0-1-0-1-1,9513783199.41126
100101-1-1,[1- 0- 0- 1- 0- 1- 1- 1],0-1-0-0-1-0-0-1-1-1,9507322179.766247
100101-2-1,[1- 0- 0- 1- 0- 1- 2- 1],0-1-0-0-1-0-0-1-1-1,9507322179.766247
100101-3-1,[1- 0- 0- 1- 0- 1- 3- 1],0-1-0-0-1-0-0-1-1-1,9507322179.766247
220002-1-2,[2- 2- 0- 0- 0- 2- 1- 2],1-1-1-0-0-1-0-1-1-1,9504636066.443419
220002-2-2,[2- 2- 0- 0- 0- 2- 2- 2],1-1-1-0-0-1-0-1-1-1,9504636066.443419
220002-3-2,[2- 2- 0- 0- 0- 2- 3- 2],1-1-1-0-0-1-0-1-1-1,9504636066.443419
022022-0-3,[0- 2- 2- 0- 2- 2- 0- 3],1-0-1-1-0-2-1-1-0-1,9504019489.090584
000202-1-3,[0- 0- 0- 2- 0- 2- 1- 3],1-0-0-0-1-2-0-1-1-1,9503028179.679712
000202-2-3,[0- 0- 0- 2- 0- 2- 2- 3],1-0-0-0-1-2-0-1-1-1,9503028179.679712
000202-3-3,[0- 0- 0- 2- 0- 2- 3- 3],1-0-0-0-1-2-0-1-1-1,9503028179.679712
202022-2-0,[2- 0- 2- 0- 2- 2- 2- 0],1-1-0-1-0-1-1-1-1-0,9495275905.428883
003033-1-2,[0- 0- 3- 0- 3- 3- 1- 2],2-0-0-1-0-1-1-1-1-1,9492086458.64886
003033-2-2,[0- 0- 3- 0- 3- 3- 2- 2],2-0-0-1-0-1-1-1-1-1,9492086458.64886
003033-3-2,[0- 0- 3- 0- 3- 3- 3- 2],2-0-0-1-0-1-1-1-1-1,9492086458.64886
303300-1-3,[3- 0- 3- 3- 0- 0- 1- 3],2-1-0-1-1-2-0-0-1-1,9483561932.9879
303300-2-3,[3- 0- 3- 3- 0- 0- 2- 3],2-1-0-1-1-2-0-0-1-1,9483561932.9879
303300-3-3,[3- 0- 3- 3- 0- 0- 3- 3],2-1-0-1-1-2-0-0-1-1,9483561932.9879
022022-0-1,[0- 2- 2- 0- 2- 2- 0- 1],1-0-1-1-0-0-1-1-0-1,9481200478.025213
100111-3-0,[1- 0- 0- 1- 1- 1- 3- 0],0-1-0-0-1-2-1-1-1-0,9480205726.155514
000222-0-3,[0- 0- 0- 2- 2- 2- 0- 3],1-0-0-0-1-2-1-1-0-1,9478839489.96195
111011-3-0,[1- 1- 1- 0- 1- 1- 3- 0],0-1-1-1-0-2-1-1-1-0,9477334203.238083
022200-1-1,[0- 2- 2- 2- 0- 0- 1- 1],1-0-1-1-1-0-0-0-1-1,9476987421.970377
022200-2-1,[0- 2- 2- 2- 0- 0- 2- 1],1-0-1-1-1-0-0-0-1-1,9476987421.970377
022200-3-1,[0- 2- 2- 2- 0- 0- 3- 1],1-0-1-1-1-0-0-0-1-1,9476987421.970377
303033-0-2,[3- 0- 3- 0- 3- 3- 0- 2],2-1-0-1-0-1-1-1-0-1,9462425910.052618
300033-1-3,[3- 0- 0- 0- 3- 3- 1- 3],2-1-0-0-0-2-1-1-1-1,9458753327.274025
300033-2-3,[3- 0- 0- 0- 3- 3- 2- 3],2-1-0-0-0-2-1-1-1-1,9458753327.274025
300033-3-3,[3- 0- 0- 0- 3- 3- 3- 3],2-1-0-0-0-2-1-1-1-1,9458753327.274025
111011-0-1,[1- 1- 1- 0- 1- 1- 0- 1],0-1-1-1-0-0-1-1-0-1,9455372999.595152
220202-2-0,[2- 2- 0- 2- 0- 2- 2- 0],1-1-1-0-1-1-0-1-1-0,9455244264.833586
111010-1-3,[1- 1- 1- 0- 1- 0- 1- 3],0-1-1-1-0-2-1-0-1-1,9449991427.147661
111010-2-3,[1- 1- 1- 0- 1- 0- 2- 3],0-1-1-1-0-2-1-0-1-1,9449991427.147661
111010-3-3,[1- 1- 1- 0- 1- 0- 3- 3],0-1-1-1-0-2-1-0-1-1,9449991427.147661
001110-1-3,[0- 0- 1- 1- 1- 0- 1- 3],0-0-0-1-1-2-1-0-1-1,9449863375.504059
001110-2-3,[0- 0- 1- 1- 1- 0- 2- 3],0-0-0-1-1-2-1-0-1-1,9449863375.504059
001110-3-3,[0- 0- 1- 1- 1- 0- 3- 3],0-0-0-1-1-2-1-0-1-1,9449863375.504059
003033-1-1,[0- 0- 3- 0- 3- 3- 1- 1],2-0-0-1-0-0-1-1-1-1,9449104239.30093
003033-2-1,[0- 0- 3- 0- 3- 3- 2- 1],2-0-0-1-0-0-1-1-1-1,9449104239.30093
003033-3-1,[0- 0- 3- 0- 3- 3- 3- 1],2-0-0-1-0-0-1-1-1-1,9449104239.30093
030033-1-2,[0- 3- 0- 0- 3- 3- 1- 2],2-0-1-0-0-1-1-1-1-1,9447260458.686092
030033-2-2,[0- 3- 0- 0- 3- 3- 2- 2],2-0-1-0-0-1-1-1-1-1,9447260458.686092
030033-3-2,[0- 3- 0- 0- 3- 3- 3- 2],2-0-1-0-0-1-1-1-1-1,9447260458.686092
303303-3-0,[3- 0- 3- 3- 0- 3- 3- 0],2-1-0-1-1-2-0-1-1-0,9445886930.45853
333300-0-3,[3- 3- 3- 3- 0- 0- 0- 3],2-1-1-1-1-2-0-0-0-1,9443045352.683004
330300-1-2,[3- 3- 0- 3- 0- 0- 1- 2],2-1-1-0-1-1-0-0-1-1,9441044833.527256
330300-2-2,[3- 3- 0- 3- 0- 0- 2- 2],2-1-1-0-1-1-0-0-1-1,9441044833.527256
330300-3-2,[3- 3- 0- 3- 0- 0- 3- 2],2-1-1-0-1-1-0-0-1-1,9441044833.527256
220022-0-3,[2- 2- 0- 0- 2- 2- 0- 3],1-1-1-0-0-2-1-1-0-1,9440872969.622131
033303-2-0,[0- 3- 3- 3- 0- 3- 2- 0],2-0-1-1-1-1-0-1-1-0,9427335982.131075
222200-0-2,[2- 2- 2- 2- 0- 0- 0- 2],1-1-1-1-1-1-0-0-0-1,9427153065.56048
000220-1-2,[0- 0- 0- 2- 2- 0- 1- 2],1-0-0-0-1-1-1-0-1-1,9425080126.297207
000220-2-2,[0- 0- 0- 2- 2- 0- 2- 2],1-0-0-0-1-1-1-0-1-1,9425080126.297207
000220-3-2,[0- 0- 0- 2- 2- 0- 3- 2],1-0-0-0-1-1-1-0-1-1,9425080126.297207
222200-0-3,[2- 2- 2- 2- 0- 0- 0- 3],1-1-1-1-1-2-0-0-0-1,9420470347.50264
220002-1-3,[2- 2- 0- 0- 0- 2- 1- 3],1-1-1-0-0-2-0-1-1-1,9418841125.41485
220002-2-3,[2- 2- 0- 0- 0- 2- 2- 3],1-1-1-0-0-2-0-1-1-1,9418841125.41485
